"V1","V2"
"1",2.10308545337502,-4.83828714760204
"2",3.18484918464674,-1.93369864426876
"3",4.58784533120882,-4.56224705334249
"4",1.86962432575371,-2.72428448814908
"5",2.91974824344901,-5.04757262699498
"6",3.13242028438109,-5.96587824144733
"7",3.70795472927173,-4.32297109375997
"8",2.76030197582816,-3.06413747319137
"9",4.98447393665293,-2.86077019726592
"10",2.86121298788034,-2.32838123267401
"11",3.41765075079256,-5.78824220676485
"12",3.98175277746366,-1.96875748124475
"13",2.60730464449619,-4.70314433299389
"14",1.96033102305109,-3.84183523743988
"15",4.78222896030857,-3.49376520251928
"16",0.688930915394833,-4.8199951056162
"17",3.87860458092126,-5.99884699496412
"18",3.03580671801523,-4.47929259145164
"19",4.01282869212708,-3.91582009567776
"20",3.43226515453962,-4.89548661066331
"21",5.09081920524915,-4.92127566550774
"22",1.80007418035613,-3.66955049653469
"23",4.58963820029007,-4.14166080893608
"24",4.95465164222325,-3.5651522384973
"25",3.00493777682814,-4.05372262601718
"26",-2.45170638784613,-0.907110375593489
"27",0.477237302613617,1.30351223242227
"28",-0.596558168631403,0.771789775539861
"29",0.792203270299649,1.05252559530764
"30",0.289636710177348,-1.41003834066371
"31",0.738938603762125,0.995984589777751
"32",0.318960401097649,-1.69576490337902
"33",1.076164353812,-0.533372142547197
"34",-0.284157720488246,-1.37226945114308
"35",-0.776675273979758,-2.20791977880464
"36",-0.595660498691777,1.82212251875356
"37",-1.72597977914603,-0.653393410818779
"38",-0.902584479763688,-0.284681219355068
"39",-0.559061914900466,-0.386949603644931
"40",-0.246512567333516,0.386694974646073
"41",-0.383586228431444,1.60039085153952
"42",-1.95910317516713,1.68115495576682
"43",-0.841705060135608,-1.18360638822726
"44",1.90354746734764,-1.3584572535632
"45",0.622493930120737,-1.512670794721
"46",1.99092043558031,-1.2531048993692
"47",-0.305483724841454,1.9593570771456
"48",-0.0908442352007592,0.00764587213276751
"49",-0.184161451551261,-0.842615197589633
"50",-1.19876776530741,-0.601160105152349
